City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
5354943,Half Moon Bay,1,US,10/15/20,33,37.46,-122.43,81.45,8.05
5983720,Iqaluit,90,CA,10/15/20,93,63.75,-68.51,37.2,4.7
3833367,Ushuaia,40,AR,10/15/20,77,-54.8,-68.3,59,11.41
2155415,New Norfolk,7,AU,10/15/20,74,-42.78,147.06,39.25,2.46
2411397,Georgetown,35,SH,10/15/20,77,-7.93,-14.42,73.09,15.43
2163355,Hobart,75,AU,10/15/20,70,-42.88,147.33,41.65,10.29
155405,Mafinga,45,TZ,10/15/20,54,-7.25,35.07,74.39,8.61
,,,,,,,,,
3394023,Natal,20,BR,10/15/20,66,-5.79,-35.21,84.2,16.11
2075265,Busselton,100,AU,10/15/20,59,-33.65,115.33,49.62,11.03
,,,,,,,,,
5855927,Hilo,1,US,10/15/20,65,19.73,-155.09,79.68,5.82
2077963,Albany,75,AU,10/15/20,93,-35.02,117.89,48.2,5.37
,,,,,,,,,
3456285,Niquelândia,25,BR,10/15/20,31,-14.47,-48.46,93.72,1.97
4030556,Rikitea,100,PF,10/15/20,77,-23.12,-134.97,73.98,19.62
3843123,Neuquén,0,AR,10/15/20,26,-38.95,-68.06,82.4,9.17
3369157,Cape Town,20,ZA,10/15/20,77,-33.93,18.42,60.3,14.99
1791636,Weinan,40,CN,10/15/20,100,34.5,109.51,51.58,8.95
1796663,Bantou,100,CN,10/15/20,83,26.22,117.49,65.73,2.26
2019118,Nizhniy Tsasuchey,0,RU,10/15/20,93,50.52,115.13,28.94,9.33
2729907,Longyearbyen,40,SJ,10/15/20,86,78.22,15.64,26.6,3.44
6170031,Tuktoyaktuk,90,CA,10/15/20,85,69.45,-133.04,19.4,11.41
3464724,Diamantino,0,BR,10/15/20,28,-14.41,-56.45,97.56,3.18
2613939,Skagen,0,DK,10/15/20,81,57.72,10.58,48,5.01
3370903,Jamestown,84,SH,10/15/20,87,-15.94,-5.72,61.45,16.13
,,,,,,,,,
,,,,,,,,,
2020838,Lensk,100,RU,10/15/20,90,60.73,114.93,36.63,11.83
3576994,Cockburn Town,40,TC,10/15/20,70,21.46,-71.14,86,11.41
1529376,Korla,0,CN,10/15/20,67,41.76,86.15,50,4
5924351,Clyde River,90,CA,10/15/20,100,70.47,-68.59,33.8,12.75
,,,,,,,,,
1490256,Talnakh,75,RU,10/15/20,100,69.49,88.4,24.8,15.66
2123814,Leningradskiy,100,RU,10/15/20,88,69.38,178.42,33.89,10.96
505820,Povenets,96,RU,10/15/20,93,62.85,34.83,37.13,11.72
777019,Vardø,75,NO,10/15/20,86,70.37,31.11,39.2,19.46
,,,,,,,,,
,,,,,,,,,
2214827,Mizdah,95,LY,10/15/20,19,31.45,12.98,75.63,6.06
1223738,Weligama,95,LK,10/15/20,84,5.97,80.42,79.74,12.24
1729469,Baculin,83,PH,10/15/20,71,7.45,126.58,79.14,4.38
3422683,Kangaatsiaq,100,GL,10/15/20,81,68.31,-53.46,34.88,9.69
5282297,Bethel,40,US,10/15/20,60,41.37,-73.41,69.1,16.11
4036284,Alofi,60,NU,10/15/20,69,-19.06,-169.92,77,10.29
4020109,Atuona,0,PF,10/15/20,71,-9.8,-139.03,78.58,20.54
370481,Merowe,0,SD,10/15/20,12,18.48,31.82,88.79,9.4
2094342,Kavieng,32,PG,10/15/20,75,-2.57,150.8,82,9.28
,,,,,,,,,
2022572,Khatanga,100,RU,10/15/20,96,71.97,102.5,12.9,6.26
3372964,Lagoa,90,PT,10/15/20,85,39.05,-27.98,69.37,8.95
4034551,Faanui,100,PF,10/15/20,77,-16.48,-151.75,78.69,8.3
1244926,Hambantota,75,LK,10/15/20,94,6.12,81.12,78.8,3.36
,,,,,,,,,
3905088,San Ramón,36,BO,10/15/20,37,-13.28,-64.72,96.66,5.93
962367,Richards Bay,0,ZA,10/15/20,64,-28.78,32.04,73.74,9.37
3366880,Hermanus,100,ZA,10/15/20,88,-34.42,19.23,57,1.01
2206939,Bluff,100,NZ,10/15/20,51,-46.6,168.33,47.35,22.75
,,,,,,,,,
2121385,Severo-Kuril'sk,72,RU,10/15/20,73,50.68,156.12,42.66,28.12
3424607,Tasiilaq,75,GL,10/15/20,87,65.61,-37.64,42.8,5.82
3874787,Punta Arenas,75,CL,10/15/20,47,-53.15,-70.92,55.2,34.45
1507390,Dikson,100,RU,10/15/20,94,73.51,80.55,30.54,21.63
3421719,Narsaq,75,GL,10/15/20,69,60.92,-46.05,35.6,4.7
1274899,Chākia,0,IN,10/15/20,70,26.42,85.05,79.39,2.62
,,,,,,,,,
3831208,Qaanaaq,55,GL,10/15/20,85,77.48,-69.36,27.37,5.7
3461370,Imbituba,40,BR,10/15/20,60,-28.24,-48.67,71.6,13.87
2381334,Atar,1,MR,10/15/20,21,20.52,-13.05,100.4,6.93
1855540,Naze,15,JP,10/15/20,78,28.37,129.48,73.4,3.36
5848280,Kapaa,40,US,10/15/20,78,22.08,-159.32,81.03,8.05
2110227,Butaritari,100,KI,10/15/20,75,3.07,172.79,81.77,13.04
1502697,Kondinskoye,100,RU,10/15/20,93,59.65,67.41,32.43,9.46
3170094,Portoferraio,75,IT,10/15/20,87,42.81,10.31,56.75,8.05
286245,Sur,98,OM,10/15/20,46,22.57,59.53,77.23,7.81
5563839,Fortuna,20,US,10/15/20,59,40.6,-124.16,65.1,10.29
4035715,Avarua,100,CK,10/15/20,56,-21.21,-159.78,73.4,8.05
,,,,,,,,,
1337240,Nawābganj,24,BD,10/15/20,74,24.59,88.27,81.41,3.36
,,,,,,,,,
5866583,Saint Paul Harbor,1,US,10/15/20,70,57.79,-152.41,44.6,9.17
780687,Berlevåg,75,NO,10/15/20,85,70.86,29.09,37.4,12.75
2126710,Beringovskiy,100,RU,10/15/20,93,63.05,179.32,41.7,20.96
473903,Vetluzhskiy,37,RU,10/15/20,83,58.39,45.47,49.77,11.9
2140558,Koumac,100,NC,10/15/20,81,-20.57,164.28,73.02,8.12
4031574,Provideniya,90,RU,10/15/20,93,64.38,-173.3,44.6,17.9
,,,,,,,,,
1268008,Kanniyākumāri,100,IN,10/15/20,82,8.08,77.57,79.39,18.43
,,,,,,,,,
1528998,Yumen,0,CN,10/15/20,72,40.28,97.2,34.27,6.85
,,,,,,,,,
2063042,Port Hedland,0,AU,10/15/20,73,-20.32,118.57,71.6,8.05
6096551,Pangnirtung,90,CA,10/15/20,77,66.15,-65.71,41,6.93
3190776,Sjenica,100,RS,10/15/20,91,43.27,20,50.88,8.86
1015776,Bredasdorp,100,ZA,10/15/20,87,-34.53,20.04,53.6,3.36
,,,,,,,,,
2281120,Tabou,100,CI,10/15/20,87,4.42,-7.35,77.97,9.33
4032243,Vaini,75,TO,10/15/20,78,-21.2,-175.2,75.2,6.93
5882953,Aklavik,75,CA,10/15/20,73,68.22,-135.01,21.2,3.36
3374083,Bathsheba,20,BB,10/15/20,74,13.22,-59.52,86,13.87
2090021,Namatanai,83,PG,10/15/20,77,-3.67,152.43,79.3,5.59
3571913,Marsh Harbour,100,BS,10/15/20,76,26.54,-77.06,82,16.49
2176639,Batemans Bay,100,AU,10/15/20,96,-35.72,150.18,54.7,8.05
3652764,Puerto Ayora,40,EC,10/15/20,73,-0.74,-90.35,74.53,10.29
3372707,Ribeira Grande,20,PT,10/15/20,73,38.52,-28.7,71.6,4.7
964420,Port Elizabeth,3,ZA,10/15/20,93,-33.92,25.57,60.8,10.29
2152659,Port Macquarie,0,AU,10/15/20,89,-31.43,152.92,54.1,1.99
2269594,Cascais,0,PT,10/15/20,76,38.7,-9.42,58.93,14.99
,,,,,,,,,
2185763,Okato,5,NZ,10/15/20,72,-39.2,173.88,43,14
5850554,Makakilo City,1,US,10/15/20,69,21.35,-158.09,80.24,4.7
3443061,Chui,0,UY,10/15/20,72,-33.7,-53.46,67.24,8.97
6089245,Norman Wells,75,CA,10/15/20,79,65.28,-126.83,19.4,11.41
,,,,,,,,,
934322,Mahébourg,40,MU,10/15/20,83,-20.41,57.7,73.4,8.05
6053154,Lethbridge,75,CA,10/15/20,60,49.7,-112.82,42.64,11.41
5909514,Brooks,0,CA,10/15/20,64,50.58,-111.89,39.99,11.99
6185377,Yellowknife,75,CA,10/15/20,73,62.46,-114.35,26.49,24.16
6111862,Port Hardy,90,CA,10/15/20,93,50.7,-127.42,48.2,13.87
8079926,Labuhan,100,ID,10/15/20,75,-6.88,112.21,80.37,9.08
4705349,Laredo,1,US,10/15/20,41,27.51,-99.51,95.95,4.7
1252745,Yellandu,100,IN,10/15/20,95,17.6,80.33,75.33,2.1
1734199,Tawao,40,MY,10/15/20,100,4.25,117.89,74.37,3.36
2079582,Alyangula,4,AU,10/15/20,100,-13.85,136.42,73.4,4.54
1282256,Hithadhoo,88,MV,10/15/20,75,-0.6,73.08,82.47,17.83
2259655,Impfondo,80,CG,10/15/20,96,1.64,18.07,69.13,1.83
,,,,,,,,,
3894426,Coyhaique,40,CL,10/15/20,39,-45.58,-72.07,66.2,6.93
2074865,Carnarvon,90,AU,10/15/20,88,-24.87,113.63,66.2,19.46
1242110,Kalmunai,76,LK,10/15/20,71,7.42,81.82,80.17,5.12
5880054,Barrow,90,US,10/15/20,63,71.29,-156.79,28.4,5.82
,,,,,,,,,
778707,Mehamn,75,NO,10/15/20,90,71.04,27.85,41,19.46
,,,,,,,,,
2017155,Saskylakh,100,RU,10/15/20,96,71.92,114.08,19.99,16.49
,,,,,,,,,
2428394,Mao,0,TD,10/15/20,25,14.12,15.31,94.51,2.42
3893629,Coquimbo,40,CL,10/15/20,72,-29.95,-71.34,60.8,11.41
1006984,East London,75,ZA,10/15/20,88,-33.02,27.91,66.2,14.99
740263,Samsun Province,20,TR,10/15/20,93,41.25,36.33,60.8,3.36
1649150,Bengkulu,100,ID,10/15/20,83,-3.8,102.27,76.82,2.44
2173911,Broken Hill,40,AU,10/15/20,21,-31.95,141.43,78.8,10.29
1067565,Beloha,48,MG,10/15/20,85,-25.17,45.05,64.92,10.74
3141667,Roald,75,NO,10/15/20,93,62.58,6.13,44.28,8.05
5954718,Flin Flon,90,CA,10/15/20,50,54.77,-101.86,28.4,13.87
935214,Saint-Pierre,1,RE,10/15/20,73,-21.34,55.48,67.95,2.24
373141,Kaduqli,1,SD,10/15/20,52,11.02,29.72,82.71,2.59
2208248,Kaitangata,100,NZ,10/15/20,75,-46.28,169.85,37.9,6.53
2121025,Srednekolymsk,100,RU,10/15/20,99,67.45,153.68,30.4,9.35
2126123,Chokurdakh,100,RU,10/15/20,99,70.63,147.92,28.47,7.67
3374210,São Filipe,76,CV,10/15/20,77,14.9,-24.5,81.75,12.03
1260206,Pāsighāt,6,IN,10/15/20,71,28.07,95.33,75.88,2.93
,,,,,,,,,
1489822,Tegul'det,0,RU,10/15/20,97,57.31,88.17,27.77,4.03
3395458,Maragogi,61,BR,10/15/20,71,-9.01,-35.22,79.36,10.51
3896218,Castro,24,CL,10/15/20,37,-42.47,-73.77,64.24,8.05
2173125,Burnie,0,AU,10/15/20,76,-41.07,145.92,35.92,5.99
546105,Nikolskoye,75,RU,10/15/20,85,59.7,30.79,39.99,8.95
,,,,,,,,,
2112802,Hasaki,75,JP,10/15/20,76,35.73,140.83,56.41,14.99
2027296,Aykhal,90,RU,10/15/20,92,66,111.5,21.2,8.95
,,,,,,,,,
3369174,Calvinia,0,ZA,10/15/20,22,-31.47,19.78,71.29,3.6
986717,Kruisfontein,34,ZA,10/15/20,86,-34,24.73,64,3
544084,Koslan,100,RU,10/15/20,95,63.46,48.9,31.05,3.33
3440777,Rocha,7,UY,10/15/20,69,-34.48,-54.33,68.72,10.69
2460755,Bafoulabé,88,ML,10/15/20,38,13.81,-10.83,90.46,3.85
2021188,Kurumkan,100,RU,10/15/20,90,54.3,110.3,32.14,4.09
2514651,Los Llanos de Aridane,90,ES,10/15/20,73,28.66,-17.92,70.2,8.05
,,,,,,,,,
1151464,Phang Nga,75,TH,10/15/20,88,8.45,98.53,77.54,8.05
1497337,Noril'sk,75,RU,10/15/20,100,69.35,88.2,24.8,15.66
2150163,Sawtell,0,AU,10/15/20,77,-30.38,153.1,57.18,4.83
2206874,Waipawa,76,NZ,10/15/20,75,-41.41,175.52,43.84,3.36
2012593,Zeya,0,RU,10/15/20,93,53.75,127.27,23.88,1.28
5870133,Nome,90,US,10/15/20,86,64.5,-165.41,35.33,17.22
462522,Zimovniki,0,RU,10/15/20,69,47.15,42.46,60.06,3.2
2015576,Tankhoy,100,RU,10/15/20,59,51.55,105.13,42.73,5.68
,,,,,,,,,
3056331,Alap,81,HU,10/15/20,99,46.8,18.69,48,7
3420768,Qasigiannguit,75,GL,10/15/20,55,68.82,-51.19,35.6,5.82
2513195,Novelda,0,ES,10/15/20,34,38.38,-0.77,62.33,4
2014808,Turka,100,RU,10/15/20,80,52.95,108.22,35.96,7.67
118704,Rāvar,0,IR,10/15/20,36,31.27,56.81,52.27,5.3
,,,,,,,,,
3471451,Arraial do Cabo,75,BR,10/15/20,88,-22.97,-42.03,75.2,17.22
3418910,Upernavik,6,GL,10/15/20,84,72.79,-56.15,28.6,6.55
1528796,At-Bashi,0,KG,10/15/20,69,41.17,75.81,37.83,6.51
3694112,Paita,30,PE,10/15/20,65,-5.09,-81.11,77,11.41
7671223,Kloulklubed,40,PW,10/15/20,94,7.04,134.26,75.2,8.52
3665210,Rodrigues Alves,94,BR,10/15/20,57,-7.74,-72.65,86.02,3.94
1106643,Quatre Cocos,40,MU,10/15/20,83,-20.21,57.76,74.25,8.05
124291,Mehrān,0,IR,10/15/20,24,33.12,46.16,59,4.7
,,,,,,,,,
2660367,Hergiswil,90,CH,10/15/20,87,46.98,8.31,44.2,2.24
648855,Lapua,100,FI,10/15/20,89,62.97,23.01,39,3.89
2964782,Dingle,20,IE,10/15/20,81,52.14,-10.27,51.8,5.82
4021858,Guerrero Negro,97,MX,10/15/20,42,27.98,-114.06,88.72,4.12
135298,Esfarāyen,0,IR,10/15/20,27,37.08,57.51,51.8,4.34
,,,,,,,,,
3598787,Champerico,40,GT,10/15/20,55,14.3,-91.92,87.8,11.41
978895,Margate,0,ZA,10/15/20,44,-30.86,30.37,72.45,17.72
,,,,,,,,,
53372,Oodweyne,0,SO,10/15/20,23,9.41,45.06,79.45,7.76
,,,,,,,,,
3652100,Salinas,75,EC,10/15/20,83,-2.22,-80.97,75.2,11.41
6068416,Mayo,90,CA,10/15/20,68,63.59,-135.9,26.6,5.82
1264976,Leh,0,IN,10/15/20,48,34.17,77.58,39.83,3.44
,,,,,,,,,
6164831,Thessalon,75,CA,10/15/20,61,46.25,-83.57,48.2,8.05
3444199,Puerto Suárez,90,BO,10/15/20,94,-18.95,-57.8,74.16,5.82
2108502,Honiara,20,SB,10/15/20,100,-9.43,159.95,73.4,4.7
3445026,Vila Velha,90,BR,10/15/20,78,-20.33,-40.29,77.32,16.11
1162862,Uthal,5,PK,10/15/20,14,25.81,66.62,84.31,0.72
3183284,Alghero,40,IT,10/15/20,62,40.56,8.32,55.15,10.29
2109701,Auki,0,SB,10/15/20,84,-8.77,160.7,77.49,4.21
2618795,Klaksvík,64,FO,10/15/20,87,62.23,-6.59,42.8,1.12
,,,,,,,,,
1529660,Aksu,85,CN,10/15/20,39,41.12,80.26,52.81,5.14
3154907,Grong,75,NO,10/15/20,100,64.47,12.31,44.6,11.41
2071860,Esperance,90,AU,10/15/20,100,-33.87,121.9,55.4,8.05
3573061,Saint George,40,BM,10/15/20,83,32.38,-64.68,78.35,4.7
2112309,Katsuura,100,JP,10/15/20,64,35.13,140.3,58.01,7
2015306,Tiksi,96,RU,10/15/20,98,71.69,128.87,19.51,1.41
650769,Kristinestad,100,FI,10/15/20,82,62.27,21.38,43.21,6.87
,,,,,,,,,
3533462,Acapulco de Juárez,5,MX,10/15/20,74,16.86,-99.89,87.8,8.05
3996647,Mapimí,5,MX,10/15/20,17,25.82,-103.85,89.6,11.18
3356832,Henties Bay,52,NA,10/15/20,91,-22.12,14.28,59,1.72
3531368,Celestún,0,MX,10/15/20,61,20.87,-90.4,83.44,6.17
4160795,Key Largo,100,US,10/15/20,76,25.09,-80.45,84.34,12.55
,,,,,,,,,
1496100,Ordynskoye,100,RU,10/15/20,91,54.37,81.9,45.48,5.19
80509,Al Bardīyah,0,LY,10/15/20,69,31.76,25.09,73.63,10.11
,,,,,,,,,
2157698,Mildura,90,AU,10/15/20,82,-34.2,142.15,61.86,5.82
964432,Port Alfred,27,ZA,10/15/20,84,-33.59,26.89,64.38,9.48
1786764,Yichang,100,CN,10/15/20,84,30.71,111.28,57,1.3
,,,,,,,,,
545728,Komsomol'skiy,100,RU,10/15/20,80,43.98,46.7,59.22,6.76
,,,,,,,,,
5830007,Lander,1,US,10/15/20,38,42.83,-108.73,42.85,4.76
934649,Cap Malheureux,0,MU,10/15/20,74,-19.98,57.61,75,4
3994535,Ocampo,0,MX,10/15/20,39,21.65,-101.5,74.21,12.44
5686121,Whitefish,75,US,10/15/20,49,48.41,-114.34,47.79,5.82
218680,Boende,100,CD,10/15/20,96,-0.22,20.87,73.35,1.77
300352,Sorgun,0,TR,10/15/20,63,39.81,35.19,58.14,3.24
1106677,Bambous Virieux,40,MU,10/15/20,83,-20.34,57.76,74.16,8.05
3429577,Resistencia,75,AR,10/15/20,45,-27.46,-58.98,84.7,8.05
,,,,,,,,,
2122090,Pevek,100,RU,10/15/20,86,69.7,170.31,34.74,13.58
4218882,Rincon,75,US,10/15/20,58,32.3,-81.24,86,10.29
2214846,Misratah,0,LY,10/15/20,28,32.38,15.09,85.05,13.56
1648636,Bitung,40,ID,10/15/20,100,1.45,125.18,73.4,3.4
3883457,Lebu,31,CL,10/15/20,61,-37.62,-73.65,57.22,13.11
286621,Salalah,20,OM,10/15/20,83,17.02,54.09,78.8,2.24
1706466,Ligayan,100,PH,10/15/20,69,4.65,119.47,83.03,0.65
3680434,Ituango,98,CO,10/15/20,89,7.17,-75.76,70,3.47
3939168,Huarmey,20,PE,10/15/20,66,-10.07,-78.15,68.86,7.94
,,,,,,,,,
3386177,Trairi,77,BR,10/15/20,66,-3.28,-39.27,83.97,14.52
,,,,,,,,,
2181625,Te Anau,100,NZ,10/15/20,79,-45.42,167.72,40.57,9.95
3592086,Ocós,40,GT,10/15/20,74,14.51,-92.19,87.8,6.93
57000,Hobyo,9,SO,10/15/20,78,5.35,48.53,80.22,18.79
2180815,Tuatapere,100,NZ,10/15/20,61,-46.13,167.68,43.95,8.37
2127202,Anadyr,40,RU,10/15/20,93,64.75,177.48,41,29.08
,,,,,,,,,
3522526,Nuevo Progreso,28,MX,10/15/20,59,23.17,-97.95,89.76,10
3374346,Ponta do Sol,75,CV,10/15/20,74,17.2,-25.09,82.4,18.34
108410,Riyadh,0,SA,10/15/20,23,24.69,46.72,73.4,3.36
2012956,Yerbogachën,100,RU,10/15/20,91,61.28,108.01,27.5,13.27
3389353,Santarém,20,BR,10/15/20,55,-2.44,-54.71,91.4,11.41
462203,Zolotkovo,0,RU,10/15/20,63,55.53,41.11,51.33,10.45
1337617,Muli,8,MV,10/15/20,79,2.92,73.57,82.38,20.45
1217007,Koson,0,UZ,10/15/20,41,39.04,65.58,57.2,5.44
2177069,Ballina,0,AU,10/15/20,93,-28.87,153.57,51.67,4.65
4033356,Tiarei,75,PF,10/15/20,88,-17.53,-149.33,75.09,14.99
5367788,Lompoc,1,US,10/15/20,30,34.64,-120.46,86.63,8.05
2130404,Ebetsu,38,JP,10/15/20,83,43.11,141.55,38.66,5.39
333356,Kemisē,95,ET,10/15/20,43,10.72,39.87,71.6,3.27
,,,,,,,,,
3985710,Cabo San Lucas,5,MX,10/15/20,62,22.89,-109.91,88.81,12.75
3448903,São João da Barra,90,BR,10/15/20,73,-21.64,-41.05,77,25.28
4032369,Pangai,75,TO,10/15/20,73,-19.8,-174.35,77,12.75
,,,,,,,,,
1524606,Derzhavīnsk,0,KZ,10/15/20,42,51.1,66.32,50.97,8.7
,,,,,,,,,
933995,Souillac,40,MU,10/15/20,83,-20.52,57.52,73.4,8.05
496285,Severodvinsk,90,RU,10/15/20,100,64.56,39.83,33.8,5.64
,,,,,,,,,
2278158,Buchanan,75,LR,10/15/20,88,5.88,-10.05,80.6,7.36
2162683,Innisfail,52,AU,10/15/20,87,-17.53,146.03,69.22,5.99
3491161,Bull Savanna,7,JM,10/15/20,73,17.89,-77.59,83.68,10.13
4014109,Choix,24,MX,10/15/20,24,26.71,-108.32,98.29,3.49
3421982,Maniitsoq,100,GL,10/15/20,78,65.42,-52.9,39.54,19.37
935215,Saint-Philippe,1,RE,10/15/20,73,-21.36,55.77,67.19,2.24
2287958,Guiglo,93,CI,10/15/20,93,6.55,-7.5,74.66,3.27
4220862,Saint Simons,90,US,10/15/20,94,31.14,-81.39,79.21,4.7
1634614,Nabire,100,ID,10/15/20,91,-3.37,135.48,75.69,3.4
262629,Eresós,0,GR,10/15/20,64,39.17,25.93,68,9.82
286987,Nizwá,0,OM,10/15/20,24,22.93,57.53,73.96,2.64
,,,,,,,,,
3832899,Viedma,0,AR,10/15/20,28,-40.81,-63,79,7
2070998,Geraldton,0,AU,10/15/20,87,-28.77,114.6,55.4,9.17
2178753,Kirakira,41,SB,10/15/20,83,-10.45,161.92,77.45,5.46
1563281,Tuy Hoa,100,VN,10/15/20,90,13.08,109.3,77.58,4.45
3839307,Rawson,0,AR,10/15/20,19,-43.3,-65.1,77.56,17.16
371745,Kutum,0,SD,10/15/20,18,14.2,24.67,81.66,7.94
3386213,Touros,20,BR,10/15/20,66,-5.2,-35.46,84.2,16.11
898188,Siavonga,0,ZM,10/15/20,51,-16.54,28.71,81.84,8.59
,,,,,,,,,
3408424,Ipixuna,40,BR,10/15/20,83,-1.76,-48.8,80.6,11.41
3590069,San José,82,GT,10/15/20,58,16.98,-89.9,87.58,3.09
,,,,,,,,,
3673690,Nuquí,25,CO,10/15/20,75,5.71,-77.27,81.43,8.93
556268,Ostrovnoy,100,RU,10/15/20,79,68.05,39.51,37.85,10.67
